kernel,phase,pass,ms
prange_saxpy,Finalize object,Shadow Stack GC Lowering #5,0.0
prange_saxpy,Finalize object,X86 DynAlloca Expander #5,0.0
prange_saxpy,Finalize object,Machine Optimization Remark Emitter #20,0.0
prange_saxpy,Finalize object,Create Garbage Collector Module Metadata #6,0.0
prange_saxpy,Finalize object,Safe Stack instrumentation pass #5,0.0
prange_saxpy,Finalize object,Assumption Cache Tracker #6,0.0
prange_saxpy,Finalize object,Target Library Information #5,0.0
prange_saxpy,Finalize object,Type-Based Alias Analysis #6,0.0
prange_saxpy,Finalize object,Scoped NoAlias Alias Analysis #6,0.0
prange_saxpy,Finalize object,Target Pass Configuration #5,0.0
prange_saxpy,Finalize object,Default Regalloc Priority Advisor #5,0.0
prange_saxpy,Finalize object,Library Function Lowering Analysis #6,0.0
prange_saxpy,Finalize object,Target Transform Information #6,0.0
prange_saxpy,Finalize object,Machine Branch Probability Analysis #6,0.0
prange_saxpy,Finalize object,Profile summary info #6,0.0
prange_saxpy,Finalize object,Default Regalloc Eviction Advisor #6,0.0
prange_saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B90c8tJTC_2fWQAliW1xhDEoY6EEMEUOEMISPGsAQMVj4QniQ4IXKQEMXwoMGLoQDDVsQR1NHAS2hQ9XgStYwm4ogLE0AE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',MergedLoadStoreMotionPass,0.0
prange_saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B90c8tJTC_2fWQAliW1xhDEoY6EEMEUOEMISPGsAQMVj4QniQ4IXKQEMXwoMGLoQDDVsQR1NHAS2hQ9XgStYwm4ogLE0AE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',MoveAutoInitPass,0.0
prange_saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B90c8tJTC_2fWQAliW1xhDEoY6EEMEUOEMISPGsAQMVj4QniQ4IXKQEMXwoMGLoQDDVsQR1NHAS2hQ9XgStYwm4ogLE0AE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',CoroElidePass,0.0
prange_saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B90c8tJTC_2fWQAliW1xhDEoY6EEMEUOEMISPGsAQMVj4QniQ4IXKQEMXwoMGLoQDDVsQR1NHAS2hQ9XgStYwm4ogLE0AE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',SpeculativeExecutionPass,0.0
prange_saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B90c8tJTC_2fWQAliW1xhDEoY6EEMEUOEMISPGsAQMVj4QniQ4IXKQEMXwoMGLoQDDVsQR1NHAS2hQ9XgStYwm4ogLE0AE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',MoveAutoInitPass,0.0
prange_saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B90c8tJTC_2fWQAliW1xhDEoY6EEMEUOEMISPGsAQMVj4QniQ4IXKQEMXwoMGLoQDDVsQR1NHAS2hQ9XgStYwm4ogLE0AE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',CoroElidePass,0.0
prange_saxpy,Finalize object,Virtual Register Map #4,0.0
prange_saxpy,Finalize object,Local Stack Slot Allocation #4,0.0
prange_saxpy,Finalize object,X86 EFLAGS copy lowering #4,0.0
prange_saxpy,Finalize object,Expand indirectbr instructions #5,0.0
prange_saxpy,Finalize object,Live Stack Slot Analysis #3,0.0
prange_saxpy,Finalize object,Tile Register Pre-configure #5,0.0
prange_saxpy,Finalize object,Lazy Branch Probability Analysis #13,0.0
prange_saxpy,Finalize object,Shadow Stack GC Lowering #4,0.0
prange_saxpy,Finalize object,Lazy Branch Probability Analysis #14,0.0
prange_saxpy,Finalize object,X86 Atom pad short functions #4,0.0
prange_saxpy,Finalize object,Lazy Branch Probability Analysis #15,0.0
prange_saxpy,Finalize object,Create Garbage Collector Module Metadata #5,0.0
prange_saxpy,Finalize object,Target Library Information #4,0.0
prange_saxpy,Finalize object,Target Pass Configuration #6,0.0
prange_saxpy,Finalize object,Default Regalloc Priority Advisor #6,0.0
prange_saxpy,Finalize object,Assignment Tracking Analysis #4,0.0
prange_saxpy,Finalize object,Basic Alias Analysis (stateless AA impl) #16,0.0
prange_saxpy,Finalize object,X86 DynAlloca Expander #4,0.0
prange_saxpy,Finalize object,Lazy Machine Block Frequency Analysis #39,0.0
prange_saxpy,Finalize object,Default Regalloc Eviction Advisor #5,0.0
prange_saxpy,Finalize object,Insert stack protectors #4,0.0
prange_saxpy,Finalize object,Fixup Statepoint Caller Saved #3,0.0
prange_saxpy,Finalize object,X86 FP Stackifier #4,0.0
prange_saxpy,Finalize object,Machine Branch Probability Analysis #5,0.0
prange_saxpy,Finalize object,Lazy Machine Block Frequency Analysis #50,0.0
prange_saxpy,Finalize object,Scoped NoAlias Alias Analysis #5,0.0
saxpy,Module passes (full optimization),InstCombinePass,2.042
saxpy,Finalize object,X86 DAG->DAG Instruction Selection #2,1.98
saxpy,Module passes (full optimization),LoopVectorizePass,1.507
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',SROAPass,1.337
saxpy,Finalize object,Peephole Optimizations,1.127
saxpy,Finalize object,Loop Strength Reduction,1.124
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',InstCombinePass,0.997
saxpy,Module passes (full optimization),LoopUnrollPass,0.938
saxpy,Module passes (full optimization),SimplifyCFGPass,0.821
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',InstCombinePass,0.69
saxpy,Module passes (full optimization),LoopLoadEliminationPass,0.648
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',SimplifyCFGPass,0.608
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',JumpThreadingPass,0.562
saxpy,Module passes (cheap optimization for refprune),InstCombinePass,0.436
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',EarlyCSEPass,0.41
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',InstCombinePass,0.389
saxpy,Module passes (full optimization),EarlyCSEPass,0.38
saxpy,Finalize object,Machine Instruction Scheduler #2,0.322
saxpy,Finalize object,Machine Instruction Scheduler,0.322
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',EarlyCSEPass,0.321
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',GVNPass,0.29
saxpy,Finalize object,CodeGen Prepare #2,0.287
saxpy,Finalize object,CodeGen Prepare,0.287
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',SimplifyCFGPass,0.286
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',IndVarSimplifyPass,0.282
saxpy,Module passes (full optimization),GVNPass,0.247
saxpy,Module passes (full optimization),IPSCCPPass,0.243
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',JumpThreadingPass,0.221
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',CorrelatedValuePropagationPass,0.213
saxpy,Module passes (full optimization),PostOrderFunctionAttrsPass,0.195
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',JumpThreadingPass,0.191
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',EarlyCSEPass,0.182
saxpy,Finalize object,Induction Variable Users,0.175
saxpy,Finalize object,Canonicalize Freeze Instructions in Loops,0.169
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',MemCpyOptPass,0.166
saxpy,Module passes (full optimization),CorrelatedValuePropagationPass,0.163
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',DSEPass,0.162
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',LoopIdiomRecognizePass,0.159
saxpy,Module passes (cheap optimization for refprune),JumpThreadingPass,0.152
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',SimplifyCFGPass,0.151
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',CorrelatedValuePropagationPass,0.151
saxpy,Module passes (full optimization),SROAPass,0.147
saxpy,Module passes (full optimization),JumpThreadingPass,0.147
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',SROAPass,0.139
saxpy,Module passes (full optimization),ConstraintEliminationPass,0.135
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',CorrelatedValuePropagationPass,0.126
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',LICMPass,0.123
saxpy,Module passes (full optimization),MemCpyOptPass,0.121
saxpy,Finalize object,Greedy Register Allocator #4,0.121
saxpy,Module passes (full optimization),DSEPass,0.119
saxpy,Module passes (full optimization),RefPrunePass,0.119
saxpy,Finalize object,Create Garbage Collector Module Metadata,0.119
saxpy,Module passes (cheap optimization for refprune),RefPrunePass,0.119
saxpy,Finalize object,Live Variable Analysis #2,0.108
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',LoopRotatePass,0.107
saxpy,Module passes (cheap optimization for refprune),LoopSimplifyPass,0.106
saxpy,Finalize object,Machine Module Information #3,0.102
saxpy,Finalize object,X86 Assembly Printer #2,0.102
saxpy,Module passes (full optimization),LoopSimplifyPass,0.101
saxpy,Module passes (full optimization),LoopIdiomRecognizePass,0.099
saxpy,Module passes (full optimization),SCCPPass,0.099
saxpy,Module passes (full optimization),LoopDeletionPass,0.099
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',GVNPass,0.098
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',ConstraintEliminationPass,0.098
saxpy,Finalize object,Machine Module Information #2,0.098
saxpy,Finalize object,Module Verifier #3,0.094
saxpy,Finalize object,Register Coalescer #2,0.094
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',GVNPass,0.092
saxpy,Module passes (full optimization),LoopDistributePass,0.085
saxpy,Finalize object,Reaching Definitions Analysis #2,0.084
saxpy,Finalize object,Dominator Tree Construction #4,0.083
saxpy,Module passes (full optimization),CalledValuePropagationPass,0.08
saxpy,Module passes (full optimization),InstSimplifyPass,0.08
saxpy,Module passes (full optimization),LICMPass,0.08
saxpy,Module passes (full optimization),ADCEPass,0.08
saxpy,Module passes (full optimization),InferAlignmentPass,0.08
saxpy,Finalize object,Machine Common Subexpression Elimination #2,0.077
saxpy,Finalize object,Basic Alias Analysis (stateless AA impl) #8,0.074
saxpy,Finalize object,Module Verifier #4,0.073
saxpy,Finalize object,Machine code sinking #2,0.072
saxpy,Finalize object,Machine code sinking,0.07
saxpy,Finalize object,Function Alias Analysis Results #6,0.07
saxpy,Module passes (full optimization),ReassociatePass,0.068
saxpy,Module passes (full optimization),GlobalOptPass,0.064
saxpy,Finalize object,Branch Probability Basic Block Placement #2,0.064
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',SCCPPass,0.064
saxpy,Finalize object,Branch Probability Analysis #2,0.063
saxpy,Finalize object,Live Interval Analysis #2,0.062
saxpy,Module passes (full optimization),VectorCombinePass,0.06
saxpy,Module passes (full optimization),IndVarSimplifyPass,0.06
saxpy,Module passes (full optimization),TailCallElimPass,0.06
saxpy,Module passes (full optimization),BDCEPass,0.06
saxpy,Finalize object,Machine Copy Propagation Pass #3,0.059
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',SCCPPass,0.059
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',RefPrunePass,0.058
saxpy,Finalize object,Expand IR instructions #2,0.057
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',ConstraintEliminationPass,0.057
saxpy,Finalize object,Peephole Optimizations #2,0.055
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',ConstraintEliminationPass,0.054
saxpy,Finalize object,Control Flow Optimizer #2,0.05
saxpy,Finalize object,Prologue/Epilogue Insertion & Frame Finalization #2,0.05
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',LoopFullUnrollPass,0.049
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',ADCEPass,0.048
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',ReassociatePass,0.048
saxpy,Module passes (full optimization),InferFunctionAttrsPass,0.046
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',SCCPPass,0.046
saxpy,Finalize object,Branch Probability Analysis #3,0.043
saxpy,Finalize object,Machine Copy Propagation Pass #4,0.042
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',LoopSimplifyPass,0.041
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',MemCpyOptPass,0.041
saxpy,Module passes (full optimization),DropUnnecessaryAssumesPass,0.04
saxpy,Module passes (full optimization),LCSSAPass,0.04
saxpy,Module passes (full optimization),InlinerPass,0.04
saxpy,Module passes (full optimization),"RequireAnalysisPass<llvm::GlobalsAA, llvm::Module>",0.04
saxpy,Finalize object,Two-Address instruction pass #2,0.038
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',RefPrunePass,0.037
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',RefPrunePass,0.037
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',ADCEPass,0.037
saxpy,Module passes (full optimization),AggressiveInstCombinePass,0.036
saxpy,Finalize object,Constant Hoisting #2,0.035
saxpy,Finalize object,Virtual Register Rewriter #2,0.035
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',SROAPass,0.035
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',BDCEPass,0.034
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',ReassociatePass,0.033
saxpy,Finalize object,Remove dead machine instructions #3,0.032
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',DSEPass,0.031
saxpy,Module passes (full optimization),CGProfilePass,0.028
saxpy,Module passes (full optimization),Float2IntPass,0.028
saxpy,Finalize object,Branch Probability Analysis #4,0.028
saxpy,Finalize object,Machine Late Instructions Cleanup Pass #2,0.028
saxpy,Finalize object,Natural Loop Information #5,0.028
saxpy,Finalize object,Block Frequency Analysis #2,0.028
saxpy,Finalize object,Scalar Evolution Analysis,0.028
saxpy,Finalize object,X86 Execution Dependency Fix #2,0.028
saxpy,Finalize object,Live Range Shrink #2,0.028
saxpy,Finalize object,Canonicalize natural loops,0.028
saxpy,Finalize object,Scalar Evolution Analysis #2,0.028
saxpy,Finalize object,Machine Late Instructions Cleanup Pass,0.028
saxpy,Finalize object,Type-Based Alias Analysis #2,0.028
saxpy,Finalize object,Live Range Shrink,0.028
saxpy,Finalize object,Natural Loop Information #6,0.025
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',ADCEPass,0.025
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',DSEPass,0.025
saxpy,Module passes (full optimization),RecomputeGlobalsAAPass,0.024
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',AggressiveInstCombinePass,0.024
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',BDCEPass,0.024
saxpy,Module passes (cheap optimization for refprune),RefNormalizePass,0.023
saxpy,Module passes (full optimization),ReversePostOrderFunctionAttrsPass,0.022
saxpy,Finalize object,Eliminate PHI nodes for register allocation #2,0.022
saxpy,Finalize object,Dominator Tree Construction #3,0.022
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',LibCallsShrinkWrapPass,0.022
saxpy,Finalize object,Live Register Matrix #2,0.021
saxpy,Finalize object,Shrink Wrapping analysis #2,0.021
saxpy,Finalize object,X86 Byte/Word Instruction Fixup #2,0.021
saxpy,Finalize object,Early Machine Loop Invariant Code Motion #2,0.021
saxpy,Finalize object,Machine Natural Loop Construction #7,0.021
saxpy,Finalize object,Machine InstCombiner #2,0.021
saxpy,Finalize object,Virtual Register Map,0.021
saxpy,Module passes (full optimization),LoopFullUnrollPass,0.02
saxpy,Module passes (full optimization),LibCallsShrinkWrapPass,0.02
saxpy,Module passes (full optimization),GlobalDCEPass,0.02
saxpy,Module passes (full optimization),DeadArgumentEliminationPass,0.02
saxpy,Module passes (full optimization),RefNormalizePass,0.02
saxpy,Module passes (full optimization),WarnMissedTransformationsPass,0.02
saxpy,Module passes (full optimization),"RequireAnalysisPass<llvm::ShouldNotRunFunctionPassesAnalysis, llvm::Function>",0.02
saxpy,Module passes (full optimization),ControlHeightReductionPass,0.02
saxpy,Module passes (full optimization),PromotePass,0.02
saxpy,Module passes (full optimization),AlignmentFromAssumptionsPass,0.02
saxpy,Module passes (full optimization),CallSiteSplittingPass,0.02
saxpy,Module passes (full optimization),LowerConstantIntrinsicsPass,0.02
saxpy,Finalize object,Greedy Register Allocator #3,0.02
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',MemCpyOptPass,0.02
saxpy,Function passes on 'cfunc._ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',ReassociatePass,0.02
saxpy,Module passes (cheap optimization for refprune),AnnotationRemarksPass,0.02
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',LoopInstSimplifyPass,0.018
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',LoopDeletionPass,0.016
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',BDCEPass,0.016
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',SimpleLoopUnswitchPass,0.016
saxpy,Function passes on '_ZN13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',AggressiveInstCombinePass,0.016
saxpy,Function passes on '_ZN7cpython13_3cdynamic_3e1fB2v1B38c8tJTIeFIjxB2IKSgI4CrvQClQZ6FczSBAA_3dE5ArrayIdLi1E1C7mutable7alignedE5ArrayIdLi1E1C7mutable7alignedE',TailCallElimPass,0.016
